Giorno;00:00-00:15;00:15-00:30;00:30-00:45;00:45-01:00;01:00-01:15;01:15-01:30;01:30-01:45;01:45-02:00;02:00-02:15;02:15-02:30;02:30-02:45;02:45-03:00;03:00-03:15;03:15-03:30;03:30-03:45;03:45-04:00;04:00-04:15;04:15-04:30;04:30-04:45;04:45-05:00;05:00-05:15;05:15-05:30;05:30-05:45;05:45-06:00;06:00-06:15;06:15-06:30;06:30-06:45;06:45-07:00;07:00-07:15;07:15-07:30;07:30-07:45;07:45-08:00;08:00-08:15;08:15-08:30;08:30-08:45;08:45-09:00;09:00-09:15;09:15-09:30;09:30-09:45;09:45-10:00;10:00-10:15;10:15-10:30;10:30-10:45;10:45-11:00;11:00-11:15;11:15-11:30;11:30-11:45;11:45-12:00;12:00-12:15;12:15-12:30;12:30-12:45;12:45-13:00;13:00-13:15;13:15-13:30;13:30-13:45;13:45-14:00;14:00-14:15;14:15-14:30;14:30-14:45;14:45-15:00;15:00-15:15;15:15-15:30;15:30-15:45;15:45-16:00;16:00-16:15;16:15-16:30;16:30-16:45;16:45-17:00;17:00-17:15;17:15-17:30;17:30-17:45;17:45-18:00;18:00-18:15;18:15-18:30;18:30-18:45;18:45-19:00;19:00-19:15;19:15-19:30;19:30-19:45;19:45-20:00;20:00-20:15;20:15-20:30;20:30-20:45;20:45-21:00;21:00-21:15;21:15-21:30;21:30-21:45;21:45-22:00;22:00-22:15;22:15-22:30;22:30-22:45;22:45-23:00;23:00-23:15;23:15-23:30;23:30-23:45;23:45-00:00;ex1;ex2;ex3;ex4
31/03/2024;4,83;17,03;13,34;5,75;23,47;5,69;25,3;13,91;5,45;20,44;11,91;23,86;7,77;25,47;0,45;20,92;23,92;22,77;1,82;19,79;9,76;24,22;10,83;13,18;9,36;15,77;7,7;28,07;32,2;39,34;3,8;11,85;38,67;37,33;24,98;14,62;34,16;26,43;23,96;38,81;47,72;26,82;26,18;44,98;30,04;12,05;42,15;16,58;38,84;38,38;47,82;15,75;45,59;14,54;18,99;38,67;7,77;4,01;7,0;3,48;21,12;17,68;22,54;38,05;26,34;3,6;10,19;10,94;3,59;11,88;21,44;3,89;12,4;23,06;38,23;12,66;37,81;1,05;11,34;37,89;15,6;36,38;27,27;34,03;27,6;2,16;9,07;11,99;13,91;6,3;13,35;10,68;24,14;14,35;16,63;6,6;;;;
01/04/2024;3,0;5,79;4,96;20,88;2,96;4,3;22,5;16,72;23,08;3,11;12,88;2,02;16,15;5,48;20,44;7,66;11,89;11,2;8,93;5,93;18,74;1,17;14,5;10,64;11,14;17,58;7,69;32,77;0,7;12,26;26,83;0,66;31,8;33,08;47,5;2,55;47,26;43,84;42,07;32,11;11,54;41,63;2,46;4,08;1,31;43,89;45,95;38,34;36,3;10,04;14,15;53,72;25,5;44,64;54,32;42,8;31,13;30,69;13,24;27,06;36,0;44,23;43,18;3,65;37,8;33,19;41,07;34,42;21,07;12,01;19,35;29,76;4,52;39,45;27,16;25,38;9,37;9,96;27,53;3,57;21,17;15,85;2,71;12,1;2,94;4,51;25,71;12,77;21,36;13,58;12,49;2,7;9,22;19,78;11,15;6,6;;;;
02/04/2024;24,21;0,72;14,94;8,62;13,25;21,33;28,07;5,31;8,18;9,62;3,99;2,51;13,9;17,75;9,41;4,01;12,99;9,28;11,87;17,01;9,41;17,87;18,96;23,16;10,51;9,33;19,38;17,3;11,39;8,61;38,42;46,74;21,35;20,4;17,79;23,73;17,9;33,62;1,53;3,01;9,45;36,31;31,13;34,36;43,45;31,61;23,95;33,73;48,45;8,56;28,47;8,78;41,55;46,77;23,34;29,63;49,81;50,31;19,33;24,23;8,84;1,0;8,78;10,68;40,49;21,34;11,32;16,1;12,35;28,82;4,62;28,32;41,18;43,59;21,81;32,73;26,2;18,13;8,55;22,79;23,93;5,65;11,01;16,76;3,63;13,77;15,24;24,26;13,35;16,08;9,86;21,95;3,79;10,39;4,72;6,0;;;;
03/04/2024;4,4;16,58;15,22;19,1;2,82;3,38;18,4;8,8;10,39;9,84;20,34;12,88;27,44;6,47;17,49;23,5;21,67;10,81;15,76;9,15;16,0;12,45;22,45;17,06;16,47;25,52;5,87;15,7;34,47;7,01;39,48;3,03;5,06;26,54;4,03;46,93;2,18;43,96;45,92;18,52;42,76;1,39;7,07;42,53;48,39;26,78;40,28;4,28;6,4;25,68;27,36;24,18;20,28;9,65;7,04;40,73;25,3;39,32;43,89;28,82;35,73;39,77;44,28;5,63;38,3;22,89;13,71;22,16;7,01;45,44;44,95;3,32;29,85;23,79;6,37;29,39;14,84;22,62;14,73;19,39;8,98;11,46;28,22;25,88;26,56;21,9;13,89;9,89;28,35;1,64;24,84;14,4;8,83;22,84;7,11;6,3;;;;
04/04/2024;25,94;1,14;22,38;19,73;9,12;17,74;18,58;23,05;19,87;9,27;15,2;19,49;10,98;24,46;15,29;7,18;6,32;12,75;4,57;9,86;6,18;4,25;22,21;18,11;18,6;15,95;30,83;28,15;26,28;30,33;28,17;17,63;28,27;36,41;33,42;5,73;35,62;0,9;13,37;2,81;26,81;26,74;14,1;24,08;38,26;18,44;30,63;10,56;11,93;52,48;26,39;34,64;7,74;45,38;13,64;26,17;9,47;4,54;13,1;9,25;22,89;6,39;1,84;17,41;26,26;18,01;32,13;31,46;35,45;25,06;18,16;28,77;37,49;27,24;10,54;23,53;22,39;33,34;17,55;14,4;1,32;27,73;0,47;7,36;5,04;10,75;24,96;0,49;27,23;3,28;22,86;22,28;25,35;9,08;5,46;5,7;;;;
05/04/2024;10,92;22,83;23,7;25,16;18,25;24,98;1,34;21,06;0,64;23,55;3,03;18,79;7,77;16,65;7,77;11,76;5,78;3,35;9,66;0,65;2,89;5,14;22,11;10,09;1,86;23,14;26,95;26,92;31,9;13,0;46,7;36,93;27,38;13,13;44,56;50,69;14,36;27,8;31,25;24,12;27,89;17,99;15,44;10,9;3,4;33,14;28,79;0,93;35,41;6,84;19,82;37,34;1,66;39,09;52,14;33,81;6,7;1,93;16,55;14,41;49,14;14,36;6,15;21,94;25,89;30,87;10,19;0,63;8,69;2,96;20,28;13,33;13,98;26,59;4,67;2,39;21,09;23,02;3,84;38,09;43,88;13,13;32,32;2,73;23,46;23,47;27,29;27,44;3,85;19,95;24,43;24,92;17,71;12,14;5,83;6,3;;;;
06/04/2024;16,88;8,73;6,92;20,58;21,05;4,0;1,25;13,66;26,12;18,87;23,31;8,17;21,37;11,83;5,4;12,0;2,44;14,94;13,31;23,61;0,26;13,67;18,52;7,25;10,48;8,53;4,13;17,19;29,13;41,45;4,01;6,3;32,3;10,04;26,42;43,8;33,08;49,11;19,84;10,08;19,36;19,91;5,12;22,51;26,36;27,07;33,35;39,18;40,94;53,7;45,43;43,4;13,68;24,44;7,58;48,57;11,25;18,4;18,37;1,62;47,96;32,06;38,61;41,44;29,16;36,28;6,97;9,02;31,81;43,75;30,26;6,26;51,81;4,15;14,07;10,45;12,72;43,26;41,62;1,8;24,25;31,29;33,26;20,56;4,33;26,2;4,81;5,89;9,44;5,09;8,24;10,9;2,66;11,32;21,12;5,7;;;;
07/04/2024;21,31;6,32;17,21;15,55;12,11;7,45;25,73;1,44;21,97;6,0;24,24;13,66;3,03;5,02;19,33;20,75;7,12;2,49;4,27;18,98;12,19;5,54;20,11;18,6;22,63;27,24;14,95;13,55;15,84;34,5;2,75;52,85;23,15;50,03;45,33;33,66;34,71;52,78;10,96;36,96;35,5;4,43;11,01;6,63;49,14;13,22;32,31;24,68;20,06;44,24;27,8;33,77;23,8;7,63;55,47;0,46;31,79;23,15;44,24;18,01;17,78;6,49;22,3;13,4;36,72;35,67;4,82;15,62;8,34;39,24;35,57;4,36;39,47;3,15;37,77;38,09;36,19;20,83;12,27;31,24;42,98;28,91;5,45;7,84;30,34;2,21;11,23;17,7;21,61;1,7;20,14;16,25;12,51;14,42;4,93;5,4;;;;
08/04/2024;20,96;17,63;1,22;1,12;8,87;10,09;4,63;17,75;24,9;7,54;13,04;6,0;11,07;12,02;9,6;5,84;21,83;22,66;0,31;2,93;23,87;5,54;3,05;11,04;12,12;20,02;15,07;9,62;22,31;49,29;1,34;18,99;19,06;54,55;11,99;56,29;18,59;2,79;35,67;2,18;1,86;1,44;3,88;2,87;6,05;25,53;3,48;55,92;42,6;27,94;48,74;52,45;53,5;22,91;4,34;7,56;0,34;17,89;31,85;35,06;0,83;10,69;13,97;35,58;32,94;7,04;33,36;28,85;8,9;10,97;9,98;8,68;36,51;25,6;15,32;40,6;4,18;22,14;5,47;6,54;39,01;32,83;41,97;22,08;1,56;15,15;20,45;8,78;16,04;5,06;5,76;7,87;10,3;8,33;5,59;5,7;;;;
09/04/2024;23,66;7,04;25,75;19,34;9,01;6,66;1,16;2,09;16,49;15,29;25,75;14,9;0,01;12,13;9,67;3,96;1,94;3,05;7,16;3,99;11,74;21,13;8,96;4,85;17,2;13,51;21,17;6,24;35,42;16,93;7,8;55,39;16,25;57,09;37,76;35,38;51,99;48,2;44,87;8,33;24,51;37,33;52,96;52,21;55,89;40,17;43,12;64,3;53,15;38,64;1,59;19,78;21,04;15,46;46,09;2,95;11,95;28,07;34,08;31,81;45,09;36,24;26,21;27,84;32,03;21,31;32,12;16,38;30,43;38,92;3,23;51,15;38,57;18,75;2,34;34,06;27,53;41,76;20,1;21,31;7,58;11,18;9,51;19,83;1,81;11,73;12,74;11,2;14,45;22,58;17,74;25,19;2,64;19,74;9,21;5,7;;;;
10/04/2024;11,07;25,67;1,7;19,84;12,26;11,19;12,04;0,6;2,1;14,19;14,19;8,45;1,76;5,41;7,06;14,29;21,83;7,32;2,87;2,57;0,01;10,84;23,94;9,63;12,6;0,47;26,33;31,27;8,59;47,79;1,93;23,12;29,93;39,52;5,36;39,57;15,24;48,57;17,95;45,58;35,99;4,6;13,96;56,56;26,82;25,44;27,0;50,19;17,68;36,29;52,53;4,93;27,43;56,33;13,79;51,99;14,33;13,46;21,61;12,36;18,31;28,18;2,87;1,28;12,58;6,88;21,31;20,17;27,95;30,04;47,13;17,03;27,58;23,2;19,31;32,61;18,03;9,19;7,72;14,06;18,44;23,01;25,93;33,39;14,0;29,53;2,45;24,8;4,32;10,93;15,14;7,71;3,99;8,98;25,93;6,9;;;;
11/04/2024;10,85;21,74;21,5;20,97;24,93;3,71;14,37;15,05;24,87;16,49;20,81;15,35;13,52;14,74;5,59;9,91;5,46;8,75;23,47;11,71;1,41;12,91;11,98;0,95;4,37;22,35;2,78;34,6;31,98;4,15;4,04;30,26;1,66;38,05;26,1;3,86;50,37;46,63;34,66;18,22;36,29;26,5;43,87;48,1;36,55;12,17;9,16;18,92;5,14;19,61;35,01;11,19;19,42;40,89;21,12;25,44;19,03;51,85;47,99;35,11;10,84;10,67;48,25;51,11;6,06;27,65;38,53;40,12;2,3;5,78;37,5;42,51;19,61;39,82;17,49;32,69;44,03;10,31;0,57;36,93;31,14;7,3;2,39;31,33;3,66;32,07;2,07;27,09;22,61;5,9;4,43;1,2;12,71;5,96;23,08;6,6;;;;
12/04/2024;16,15;22,52;7,74;28,48;27,14;0,86;19,02;1,73;14,01;26,02;15,99;0,34;5,63;24,65;15,33;19,16;26,58;8,61;23,62;25,77;13,72;1,47;28,38;22,04;29,96;10,61;20,54;28,28;23,03;13,44;21,2;39,78;44,42;9,55;38,09;7,83;56,68;31,37;24,26;27,8;42,29;25,82;13,24;1,11;19,35;7,78;18,76;22,11;25,2;57,1;28,99;49,93;3,32;58,08;43,31;5,45;46,7;21,29;31,96;19,56;29,95;24,74;4,72;9,7;43,6;10,71;34,46;12,49;21,77;11,82;29,1;45,43;14,1;0,69;1,41;1,92;15,71;43,48;25,89;11,18;25,95;5,62;20,89;17,71;32,9;27,75;28,13;6,84;14,23;27,8;23,44;18,87;20,92;2,78;14,29;5,7;;;;
13/04/2024;19,03;8,25;26,41;9,72;22,69;18,59;19,37;3,54;17,17;24,48;13,48;25,42;12,55;22,38;19,49;11,68;15,8;20,81;17,01;8,0;7,47;20,54;7,54;8,91;0,61;15,7;0,28;28,58;31,12;37,82;52,16;6,26;56,68;63,11;51,78;28,46;14,64;51,76;41,66;16,89;10,61;1,14;35,54;16,52;48,9;69,13;43,63;8,05;18,28;25,45;44,2;39,98;43,97;5,72;28,37;48,37;25,88;26,95;34,06;23,95;8,4;6,07;25,72;23,01;26,12;43,39;16,67;28,6;39,46;5,82;7,05;28,02;26,69;4,91;30,14;6,9;43,05;43,17;4,09;28,38;2,27;18,32;34,52;14,03;13,51;18,99;8,32;1,66;20,15;1,6;6,31;1,62;14,58;11,87;11,59;6,3;;;;
14/04/2024;5,56;16,35;11,7;12,85;28,14;11,1;4,42;4,97;16,72;14,97;10,45;14,11;4,19;2,2;24,78;11,71;7,22;20,58;14,11;19,75;13,83;5,6;24,25;18,62;6,73;16,99;25,94;16,26;5,29;7,96;44,94;8,45;52,6;6,47;7,09;16,55;10,08;41,28;16,32;49,65;17,09;43,89;49,64;15,53;1,72;44,13;47,29;23,18;50,81;29,46;18,47;28,18;9,42;69,0;37,39;41,73;23,51;38,95;19,34;22,05;18,61;5,72;9,7;40,7;41,23;9,6;42,21;33,55;43,03;26,29;26,79;15,86;52,55;10,24;45,37;40,8;23,62;44,61;34,3;28,37;14,9;25,15;12,01;15,16;22,68;6,29;8,75;10,43;7,41;4,85;10,38;24,2;14,34;18,56;8,61;6,6;;;;
15/04/2024;4,71;17,04;12,25;17,14;22,91;14,31;23,36;18,53;13,76;9,18;6,86;16,35;15,77;0,25;12,05;15,64;18,1;3,39;20,63;8,74;18,78;20,78;24,7;2,06;12,0;21,43;20,21;19,35;13,22;42,72;41,31;35,96;35,79;50,21;25,45;8,61;24,34;45,6;33,61;44,2;1,74;55,33;3,89;43,52;20,35;21,63;32,18;22,59;37,72;14,18;20,29;55,12;2,14;16,52;41,36;1,31;5,71;50,03;7,37;31,47;41,4;45,24;29,07;13,53;16,35;43,07;24,43;6,04;26,43;10,74;32,18;48,82;27,53;35,47;30,75;10,93;40,65;15,02;28,79;16,05;5,14;32,36;15,54;37,56;10,76;26,23;16,0;25,99;25,57;20,22;6,99;3,16;3,14;12,53;2,89;6,6;;;;
16/04/2024;17,32;0,06;26,82;6,06;5,4;20,21;19,52;9,97;11,91;25,08;9,3;20,72;17,18;24,18;9,37;18,13;0,15;12,79;4,65;9,97;19,54;1,18;11,54;18,3;20,72;7,02;28,02;2,48;32,85;17,89;2,75;0,22;57,03;47,36;42,57;9,41;45,82;26,16;54,34;8,05;41,83;18,0;0,4;44,19;50,22;43,07;20,97;51,0;52,33;51,98;61,43;16,32;61,82;18,26;19,79;35,97;14,91;56,13;48,41;1,91;14,01;31,94;5,86;6,17;9,81;7,48;15,58;17,51;35,05;7,57;7,32;45,63;22,36;21,84;12,03;1,88;15,66;38,37;43,96;15,64;10,2;4,43;22,71;16,88;23,89;28,88;1,28;18,8;9,09;9,31;16,9;22,03;4,14;9,15;13,93;6,3;;;;
17/04/2024;11,84;5,38;6,3;10,18;20,3;12,66;18,51;9,99;4,58;18,4;3,21;13,54;26,99;12,78;20,54;22,15;10,4;4,54;22,01;16,37;22,22;16,59;21,73;2,48;25,12;11,54;18,19;10,76;38,34;46,02;8,35;56,59;10,95;26,29;24,03;54,84;13,62;43,57;2,11;35,6;33,52;34,41;0,63;31,09;25,77;18,4;4,61;43,75;29,12;10,61;27,08;12,29;29,02;18,33;5,81;13,7;30,27;14,86;35,16;26,34;37,85;16,52;29,83;16,58;8,47;30,88;9,35;32,94;23,75;30,42;5,52;3,68;17,48;12,1;31,6;7,22;19,34;36,14;13,1;21,04;6,94;20,73;11,45;3,44;13,02;6,46;19,99;29,81;3,52;18,09;7,41;4,02;22,84;13,83;9,09;6,6;;;;
18/04/2024;9,88;18,07;22,92;13,25;25,09;18,04;14,44;9,5;14,09;18,13;8,9;9,46;9,85;24,47;20,66;17,41;7,27;12,61;19,17;18,13;1,5;4,89;16,04;12,95;6,25;14,97;3,13;20,47;30,29;23,31;43,5;17,24;60,53;13,29;34,43;40,64;23,33;31,07;44,76;38,19;12,21;42,18;0,34;4,72;5,89;28,63;53,8;30,85;7,8;10,58;46,76;4,4;21,43;13,28;9,63;5,76;37,58;15,33;27,61;30,04;4,59;24,27;16,43;30,14;32,58;9,96;3,47;4,79;2,11;15,8;38,83;13,95;9,2;31,68;45,15;21,39;6,56;6,74;37,06;5,65;8,97;12,21;10,29;5,56;8,09;2,0;2,8;12,4;15,76;14,64;4,59;14,06;15,17;18,9;0,92;5,7;;;;
19/04/2024;23,75;24,9;0,64;21,57;13,95;22,15;0,92;4,45;2,72;9,09;14,74;12,32;4,66;0,99;16,73;19,75;22,58;22,58;17,89;4,58;5,36;19,79;11,61;13,81;19,54;12,23;25,59;33,04;38,04;39,65;31,84;38,33;9,55;4,36;32,9;18,74;48,9;51,42;30,87;16,8;30,47;36,15;34,61;44,24;25,84;56,24;34,65;6,03;4,34;38,98;35,18;23,55;24,68;44,02;39,13;28,71;15,76;15,81;12,84;35,9;25,13;49,72;10,42;12,46;11,88;12,57;37,65;18,45;4,22;5,31;14,98;12,64;34,08;23,47;15,06;15,78;18,09;6,84;34,75;1,22;18,26;14,38;7,73;18,51;31,79;2,01;1,34;3,02;14,45;6,74;4,77;3,49;7,76;5,07;21,69;6,0;;;;
20/04/2024;14,5;21,92;23,65;3,99;18,67;22,54;17,44;14,94;21,07;22,29;8,04;14,77;2,32;23,11;18,14;5,96;12,53;17,17;11,84;22,51;14,26;8,95;21,75;10,48;9,44;10,76;27,55;18,04;9,26;46,2;39,73;14,9;10,18;44,42;51,14;15,74;6,55;45,49;16,77;14,74;29,12;4,17;42,72;11,7;37,82;5,37;30,3;1,77;41,56;9,38;34,83;3,39;8,13;53,72;6,09;52,09;37,99;39,39;5,05;26,03;29,7;42,91;27,29;38,42;18,78;25,55;30,35;12,05;24,39;23,93;36,47;11,03;28,66;26,58;31,84;15,23;5,05;50,08;2,7;2,0;11,62;1,66;9,29;10,95;24,46;5,12;13,79;26,78;16,15;13,12;6,85;12,83;19,77;18,11;5,3;6,0;;;;
21/04/2024;13,91;12,03;21,42;18,73;16,32;22,89;9,05;16,28;6,39;27,0;2,64;22,83;15,46;9,67;1,94;8,02;5,15;20,81;4,69;4,82;19,96;4,99;0,08;17,39;17,85;14,96;11,82;27,89;29,73;14,76;24,89;39,86;59,75;10,3;3,44;9,12;27,61;14,39;53,3;13,57;2,92;27,94;18,93;56,05;10,32;36,19;1,74;23,64;16,96;43,48;39,21;46,51;38,22;11,98;43,04;37,34;20,25;35,92;13,77;15,72;33,71;41,35;36,82;30,17;26,3;3,55;27,74;35,76;40,91;14,37;22,51;17,77;44,57;7,81;14,12;25,01;14,64;26,96;11,09;12,25;11,13;20,84;22,32;0,35;26,28;1,32;25,14;21,87;6,91;14,79;15,51;11,35;20,03;2,06;11,17;6,0;;;;
22/04/2024;19,77;3,58;5,87;16,41;25,89;9,48;0,96;24,68;9,43;27,92;17,79;18,23;21,17;18,29;12,49;19,17;9,65;3,19;15,56;17,19;19,63;23,33;9,64;15,2;20,28;5,0;24,39;10,85;6,22;35,35;1,48;5,23;53,42;40,84;4,82;12,23;52,88;48,95;30,78;37,76;28,31;9,07;26,48;46,47;28,29;49,08;14,72;3,2;32,9;37,67;2,91;7,68;24,61;37,01;27,36;54,68;0,3;18,0;9,29;43,88;28,19;5,2;16,32;9,43;16,98;33,62;14,48;1,05;21,61;1,89;2,49;15,87;12,72;20,04;17,28;12,92;5,38;32,72;6,52;38,11;23,8;32,0;17,15;16,01;13,17;10,86;9,33;14,17;15,11;11,18;20,73;19,16;21,32;17,56;14,87;6,6;;;;
23/04/2024;0,7;18,37;19,72;17,64;14,77;14,23;5,31;14,87;20,26;17,49;8,52;1,44;0,11;22,02;2,57;22,57;7,67;9,18;4,17;5,71;7,66;19,51;5,15;15,99;23,5;30,61;22,16;32,83;34,02;43,76;29,79;22,29;10,33;59,37;33,49;42,04;46,43;32,52;43,35;22,26;12,74;45,34;34,61;30,01;52,63;33,45;16,2;21,93;20,22;20,39;8,99;28,0;0,39;48,93;38,07;50,07;27,06;44,38;38,51;24,19;22,45;29,94;13,55;33,49;31,27;39,78;23,43;9,31;13,9;7,93;34,93;33,92;21,77;17,66;35,68;18,37;23,27;1,17;32,65;42,07;17,58;35,34;0,53;15,28;18,32;27,14;28,7;10,48;17,06;2,92;20,82;6,13;13,29;2,76;2,63;6,3;;;;
24/04/2024;3,2;19,25;16,44;25,9;9,65;1,07;10,22;11,43;5,97;22,98;15,75;13,1;24,53;5,19;6,16;19,51;7,26;21,17;20,61;19,49;22,32;8,32;16,82;5,97;32,28;1,53;34,07;34,85;13,39;5,5;15,49;35,19;49,99;40,88;41,31;21,53;13,13;29,27;3,61;42,79;57,41;42,58;30,04;29,92;36,67;23,4;14,21;44,77;49,0;25,06;14,62;12,88;40,74;53,8;36,9;16,17;5,78;20,05;16,72;1,01;14,83;31,14;22,29;26,85;36,06;5,16;34,11;13,29;24,09;0,29;9,96;9,29;28,89;5,14;28,96;39,72;23,34;1,82;16,89;44,82;33,45;33,32;12,08;7,99;18,09;9,84;18,73;6,82;16,81;21,45;1,42;22,79;3,79;8,88;6,23;5,4;;;;
25/04/2024;0,25;18,64;26,11;6,38;9,07;23,3;22,96;19,77;14,23;20,01;13,26;15,25;13,15;19,69;22,61;3,24;1,99;14,1;17,73;22,57;19,04;24,96;12,5;5,73;23,59;28,29;11,38;12,98;16,4;56,86;42,24;19,9;36,51;18,79;30,69;38,28;18,58;12,22;37,22;12,35;41,17;35,05;37,02;13,27;27,74;44,71;36,35;36,86;10,25;49,62;20,16;43,5;10,05;22,39;28,95;40,21;18,53;5,07;10,55;35,29;4,29;29,6;22,12;12,74;35,06;11,92;33,03;27,52;14,12;21,55;38,78;34,57;12,94;35,82;38,11;21,06;15,58;2,24;13,08;34,79;35,78;13,94;7,47;31,82;2,03;13,32;28,11;28,23;20,09;10,39;7,24;3,82;22,72;22,45;2,76;6,3;;;;
26/04/2024;16,62;0,3;21,84;23,59;1,13;10,87;17,97;11,14;15,12;23,11;16,41;4,29;21,36;21,5;21,97;10,57;19,57;25,43;20,24;1,09;18,96;11,11;2,98;9,73;22,34;9,42;10,58;6,79;39,37;35,42;3,38;54,25;15,65;59,58;38,56;11,0;39,36;40,29;33,55;23,95;49,1;45,23;45,75;32,17;3,08;26,28;34,44;45,95;41,41;2,5;5,72;35,6;21,83;56,09;32,49;18,06;53,88;15,91;39,52;43,08;43,86;22,39;19,13;7,49;42,53;12,47;21,23;11,88;43,33;12,45;22,66;40,0;43,05;2,81;19,65;34,84;21,83;7,32;10,73;1,01;37,91;4,19;30,91;8,67;6,91;7,27;2,87;29,66;0,09;22,82;20,75;20,18;20,87;23,1;11,29;6,6;;;;
27/04/2024;26,78;23,07;6,21;9,44;10,5;19,2;28,32;23,26;8,52;1,05;10,21;25,77;16,97;4,51;6,79;7,14;24,37;25,71;22,7;4,95;23,57;23,23;13,93;24,64;17,74;18,18;7,4;12,55;29,01;34,9;40,13;24,03;29,94;30,12;2,5;34,21;13,21;7,25;30,23;23,45;46,5;4,12;31,7;23,75;1,26;21,73;45,05;35,03;42,32;26,62;45,16;7,08;27,08;22,76;27,97;41,77;9,53;32,23;14,02;24,17;16,12;5,51;40,7;44,4;33,44;12,94;12,2;38,69;7,77;33,33;21,06;13,27;43,28;19,73;1,69;6,86;36,58;36,75;25,99;6,63;8,45;24,97;0,94;21,57;19,55;18,03;7,73;20,94;12,96;22,15;19,46;11,24;0,93;19,43;13,67;6,0;;;;
28/04/2024;5,49;9,95;9,17;8,64;19,65;1,12;9,32;18,28;2,18;16,12;11,75;9,76;20,69;1,39;9,96;2,72;8,06;21,91;9,35;10,76;5,56;2,12;3,56;18,08;24,9;4,89;17,39;3,54;28,39;3,6;10,51;46,38;50,53;11,56;15,33;30,17;38,51;26,89;42,39;48,6;33,35;7,07;31,6;10,3;24,23;20,1;52,41;43,69;25,85;40,58;19,22;27,22;54,85;23,17;44,01;26,04;41,56;39,09;17,49;31,27;32,91;22,67;31,9;41,56;22,63;24,95;5,84;10,37;29,25;21,29;12,38;26,55;30,08;35,3;36,41;48,0;9,66;36,09;33,65;25,88;35,71;12,57;11,35;30,5;7,03;19,2;24,55;21,7;16,84;15,66;13,89;15,58;23,19;22,3;20,28;6,0;;;;
29/04/2024;25,78;9,62;7,96;7,11;18,75;5,84;6,62;16,22;23,55;19,68;5,65;1,53;13,88;13,47;4,46;10,23;13,31;20,38;4,18;20,64;7,2;17,43;23,52;16,01;25,41;6,93;8,82;27,54;30,42;48,05;35,1;53,28;57,07;14,73;20,59;38,69;32,28;11,54;1,48;44,77;26,91;2,19;30,86;47,17;51,58;23,85;0,3;49,27;51,16;15,49;10,08;10,13;56,69;20,47;64,95;9,1;42,17;31,22;6,76;45,29;9,35;20,23;31,25;16,56;35,83;25,07;38,95;22,03;44,47;44,14;13,32;50,38;10,11;24,76;19,2;36,13;48,97;9,54;8,62;34,47;19,22;16,27;25,63;31,6;14,3;21,43;5,47;19,22;5,2;16,74;20,77;22,11;8,97;4,17;3,53;6,3;;;;
30/04/2024;27,35;20,47;6,02;24,35;2,2;5,24;2,77;5,51;2,94;8,09;7,14;4,83;25,61;13,97;4,77;5,97;12,6;0,64;9,86;17,13;12,33;3,12;21,83;5,36;4,48;6,87;31,76;11,51;25,89;20,33;43,84;9,61;27,2;36,75;8,95;0,83;43,18;46,21;41,23;19,09;3,6;45,91;38,3;29,21;37,57;48,68;48,24;50,56;40,55;12,58;3,43;12,12;37,0;16,82;14,85;44,43;2,75;17,81;13,32;12,38;27,34;11,16;23,14;30,32;20,23;44,3;5,03;37,16;9,47;31,92;5,8;3,86;22,04;35,38;38,55;9,89;22,31;2,72;4,87;37,52;37,36;17,58;19,7;33,07;5,95;3,33;0,88;8,6;9,11;17,83;20,79;13,99;18,95;13,34;23,07;6,0;;;;
01/05/2024;4,52;19,7;4,12;11,79;7,69;7,47;9,57;23,22;2,62;9,04;7,9;12,43;3,21;18,06;21,03;10,92;2,06;20,03;2,32;18,82;3,89;1,28;15,69;4,98;3,83;10,77;17,56;8,14;38,24;14,53;15,81;5,1;40,94;10,98;24,02;33,76;6,55;20,24;36,09;5,54;32,49;26,32;15,53;44,61;16,29;4,35;0,35;18,75;43,63;34,08;33,38;37,97;43,43;1,94;12,28;40,86;12,76;12,26;31,71;20,93;26,56;2,92;24,35;15,37;25,47;27,64;14,26;9,96;36,57;17,29;24,56;13,3;34,77;29,43;40,96;36,27;27,29;36,17;40,37;4,25;4,87;21,59;0,93;6,3;7,96;7,73;0,94;20,33;2,07;9,53;8,57;16,88;23,14;6,77;7,37;6,3;;;;
02/05/2024;2,94;1,67;14,63;2,29;19,77;20,93;25,55;9,7;25,2;10,79;10,11;10,08;9,48;15,85;15,11;12,15;15,96;5,97;8,51;15,93;23,41;0,17;0,71;6,51;27,67;12,42;28,6;21,16;46,6;36,22;12,32;39,88;40,74;30,02;34,26;48,25;40,27;39,63;50,02;14,95;37,46;26,53;13,55;42,04;25,16;11,5;3,56;18,71;44,01;19,53;27,45;22,46;30,12;20,52;25,29;19,31;38,95;33,65;14,52;20,27;0,24;0,24;11,85;16,89;23,05;20,69;1,59;32,85;34,87;31,51;6,07;33,64;46,17;32,53;1,62;8,36;27,0;1,4;26,19;29,62;24,4;31,17;19,18;6,58;15,22;0,56;25,57;20,75;11,68;25,45;8,96;22,14;6,44;11,28;0,72;5,7;;;;
